# Wyciag bankowy - eksport z systemu transakcyjnego
# okres=2026-08-01..2026-08-31
# liczba_operacji=400
# suma_kontrolna_grosze=1322594456
# UWAGA: dane syntetyczne. Numery rachunkow sa fikcyjne i nie naleza do zadnego banku.
id;nr_rachunku;kwota;waluta;typ;data_ksiegowania;data_waluty;tytul
OP-2026-08-0346;35000080542818573625816461;68904.39;PLN;WN;2026-08-07T10:10:28;2026-08-07;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0347;66000066932411803192144183;865.66;PLN;MA;2026-08-31T09:06:05;2026-08-31;Zapłata za fakturę FV/2026/08/0185 - PIEKARNIA U JĘDRZEJA
OP-2026-08-0348;92000020903497063318316444;23831.88;PLN;MA;2026-08-13T15:23:49;2026-08-14;Przelew przychodzący od Przedsiębiorstwo Wodociągów Żółtańce
OP-2026-08-0349;40000079307414474550865224;8502.09;PLN;WN;2026-08-03T07:18:09;2026-08-03;Rata kredytu obrotowego nr 0127/2026
OP-2026-08-0350;35000080542818573625816461;63309.69;PLN;WN;2026-08-26T15:36:28;2026-08-26;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0351;43000041138574671909897331;17130.68;PLN;WN;2026-08-25T17:23:04;2026-08-25;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0352;97000041420766781110573017;171806.05;PLN;MA;2026-08-15T19:21:21;2026-08-15;Zapłata za fakturę FV/2026/08/0365 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0353;97000037896883553906954094;1887.97;PLN;WN;2026-08-05T07:34:11;2026-08-05;Płatność kartą - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0354;20000091044502886876731968;52973.55;PLN;MA;2026-08-12T16:01:31;2026-08-12;Rozliczenie prowizji 08/2026
OP-2026-08-0355;75000029180296838917099750;1342.33;PLN;MA;2026-08-04T07:25:18;2026-08-04;Wpłata gotówkowa - wpłatomat nr 0596
OP-2026-08-0356;63000014422604270410931945;1281.95;PLN;WN;2026-08-22T20:23:23;2026-08-23;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0357;16000043230730175891481509;1161.32;PLN;MA;2026-08-25T09:41:47;2026-08-26;Zapłata za fakturę nr 0671/2026 - usługi księgowe
OP-2026-08-0358;97000041420766781110573017;6098.96;PLN;WN;2026-08-20T20:23:05;2026-08-20;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0359;20000089180903978540630428;4474.81;EUR;WN;2026-08-23T17:14:33;2026-08-23;Płatność kartą - TRANSPORT MIĘDZYNARODOWY KOWALCZYK
OP-2026-08-0360;62000051639301707257277904;71691.47;PLN;MA;2026-08-01T11:07:54;2026-08-01;Przelew przychodzący od Agencja Ochrony STRAŻNIK
OP-2026-08-0361;66000066932411803192144183;19434.50;PLN;WN;2026-08-21T19:58:07;2026-08-21;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0362;37000079574587053457171349;77.06;PLN;MA;2026-08-19T08:23:24;2026-08-20;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0363;20000089180903978540630428;7057.75;USD;MA;2026-08-16T10:06:58;2026-08-16;Zapłata za fakturę FV/2026/08/0914 - BUDIMEX-PODLASIE SP. Z O.O.
OP-2026-08-0364;62000051639301707257277904;1704.10;PLN;WN;2026-08-12T07:30:27;2026-08-12;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0365;20000089180903978540630428;1334.56;EUR;WN;2026-08-19T06:03:14;2026-08-19;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0366;37000079574587053457171349;11084.32;PLN;WN;2026-08-08T06:09:07;2026-08-08;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0367;75000029180296838917099750;1362.08;PLN;MA;2026-08-11T08:21:01;2026-08-11;Wpływ z tytułu umowy najmu lokalu nr 0424
OP-2026-08-0368;28000012357658272743178349;714.31;PLN;WN;2026-08-17T14:47:27;2026-08-17;Wynagrodzenie za 08/2026 - lista płac nr 0152
OP-2026-08-0369;63000014422604270410931945;862.59;PLN;WN;2026-08-04T10:07:56;2026-08-04;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0370;28000012357658272743178349;4941.66;USD;MA;2026-08-09T11:42:32;2026-08-10;Wpływ z tytułu umowy najmu lokalu nr 0225
OP-2026-08-0371;75000029180296838917099750;6548.78;USD;WN;2026-08-20T15:03:33;2026-08-20;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0372;35000080542818573625816461;324.84;PLN;WN;2026-08-26T18:06:22;2026-08-26;Wynagrodzenie za 08/2026 - lista płac nr 0313
OP-2026-08-0373;28000012357658272743178349;461.86;PLN;MA;2026-08-19T10:39:40;2026-08-19;Przelew przychodzący od Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0374;40000079307414474550865224;18839.41;PLN;WN;2026-08-24T20:29:14;2026-08-25;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0375;37000079574587053457171349;16167.41;PLN;MA;2026-08-14T18:40:10;2026-08-14;Rozliczenie prowizji 08/2026
OP-2026-08-0376;35000080542818573625816461;17029.08;PLN;WN;2026-08-31T10:02:56;2026-08-31;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0377;97000037896883553906954094;17535.02;PLN;MA;2026-08-20T19:13:52;2026-08-20;Zwrot nadpłaty za okres 08/2026
OP-2026-08-0378;40000059668051599065577496;1285.18;PLN;WN;2026-08-22T12:10:54;2026-08-23;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0379;63000014422604270410931945;48557.52;PLN;WN;2026-08-31T17:11:40;2026-08-31;Płatność kartą - DRUKARNIA CYFROWA GRAFPOL
OP-2026-08-0380;40000079307414474550865224;480.82;PLN;WN;2026-08-06T06:51:21;2026-08-06;Opłata abonamentowa - usługi telekomunikacyjne
OP-2026-08-0381;92000020903497063318316444;1501.19;PLN;WN;2026-08-18T20:47:07;2026-08-18;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0382;50000052964320234588417028;30495.27;PLN;WN;2026-08-27T08:31:22;2026-08-27;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0383;62000051639301707257277904;10366.72;PLN;WN;2026-08-16T16:50:43;2026-08-16;Rata kredytu obrotowego nr 0675/2026
OP-2026-08-0384;27000091286200793830739251;592.07;PLN;MA;2026-08-08T20:34:04;2026-08-08;Przelew przychodzący od TRANSPORT MIĘDZYNARODOWY KOWALCZYK
OP-2026-08-0385;57000070232347884187625369;11026.11;PLN;WN;2026-08-05T17:22:07;2026-08-05;Wynagrodzenie za 08/2026 - lista płac nr 0608
OP-2026-08-0386;67000055626925155200330652;15579.72;PLN;WN;2026-08-19T08:21:57;2026-08-19;Opłata za prowadzenie rachunku bieżącego
OP-2026-08-0387;40000079307414474550865224;985.62;PLN;MA;2026-08-13T09:10:38;2026-08-13;Wpłata gotówkowa - wpłatomat nr 0957
OP-2026-08-0388;92000020903497063318316444;9796.44;EUR;WN;2026-08-28T11:16:08;2026-08-28;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0389;97000037896883553906954094;167.38;PLN;MA;2026-08-01T08:00:59;2026-08-01;Zapłata za fakturę nr 0106/2026 - usługi księgowe
OP-2026-08-0390;20000089180903978540630428;31563.42;PLN;WN;2026-08-17T09:29:39;2026-08-17;Płatność kartą - Hurtownia Elektryczna ŚWIATŁO-MAX
OP-2026-08-0391;69000051621545367658586896;18065.72;PLN;MA;2026-08-03T13:45:42;2026-08-03;Wpłata gotówkowa - wpłatomat nr 0446
OP-2026-08-0392;37000079574587053457171349;212.05;PLN;WN;2026-08-21T08:08:20;2026-08-22;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0393;57000070232347884187625369;1884.26;PLN;WN;2026-08-10T10:59:47;2026-08-10;Zaliczka na podatek PIT-4 za 08/2026
OP-2026-08-0394;37000079574587053457171349;179402.33;PLN;WN;2026-08-23T07:19:09;2026-08-23;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0395;92000020903497063318316444;891.66;PLN;WN;2026-08-20T11:42:59;2026-08-20;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0396;37000079574587053457171349;9567.99;PLN;WN;2026-08-18T14:39:14;2026-08-19;Czynsz za lokal użytkowy 08/2026
OP-2026-08-0397;27000091286200793830739251;12689.42;PLN;WN;2026-08-24T20:26:38;2026-08-24;Składka ZUS 08/2026 - ubezpieczenie społeczne
OP-2026-08-0398;38000010313748484247483754;20809.87;PLN;WN;2026-08-29T16:04:21;2026-08-29;Przelew za fakturę FV/2026/08/0890 - Przedsiębiorstwo Wodociągów Żółtańce
OP-2026-08-0399;43000041138574671909897331;788.81;PLN;WN;2026-08-10T11:13:05;2026-08-10;Przelew własny - zasilenie rachunku pomocniczego
OP-2026-08-0400;35000080542818573625816461;1032.02;PLN;WN;2026-08-09T08:31:38;2026-08-09;Rata kredytu obrotowego nr 0103/2026
